City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
212,jiujiang,29.7333,115.9833,7.61,78,100,5.17,CN,1674416152
213,ostrovnoy,68.0531,39.5131,-2.27,88,100,9.38,RU,1674416153
214,kerrobert,51.9168,-109.1348,1.03,88,100,8.69,CA,1674416153
215,erzin,36.9559,36.2,11.57,60,0,2.6,TR,1674416154
216,ambulu,-8.345,113.6058,23.18,90,86,1.41,ID,1674416158
217,presidencia roque saenz pena,-26.7852,-60.4388,37.65,28,4,2.88,AR,1674416158
218,belaya gora,68.5333,146.4167,-43.82,100,97,1.47,RU,1674416159
219,willmar,45.1219,-95.0433,-7.99,86,100,0.0,US,1674416160
220,port hardy,50.6996,-127.4199,5.1,87,75,0.0,CA,1674416160
221,mogzon,51.7435,111.9606,-35.06,90,100,3.42,RU,1674416161
222,birobidzhan,48.8,132.95,-37.98,95,6,1.78,RU,1674416161
223,viedma,-40.8135,-62.9967,25.99,37,0,6.65,AR,1674416162
224,ancud,-41.8697,-73.8203,17.6,72,23,4.15,CL,1674416163
225,umm lajj,25.0213,37.2685,21.92,59,0,3.72,SA,1674416164
226,smolensk,55.0,33.0,0.0,94,100,2.34,RU,1674416164
227,vertientes,21.2594,-78.1464,32.34,34,7,3.82,CU,1674416165
228,gamba,-2.65,10.0,25.95,83,100,1.75,GA,1674416165
229,kapoeta,4.7717,33.5903,29.5,24,86,1.42,SS,1674416166
230,kaeo,-35.1,173.7833,17.4,96,40,2.12,NZ,1674416166
231,aswan,24.0934,32.907,20.61,26,0,3.6,EG,1674416167
232,salalah,17.0151,54.0924,24.05,64,75,4.12,OM,1674416167
233,nueva gerona,21.8833,-82.8,27.47,60,9,7.03,CU,1674416168
234,mahibadhoo,3.7833,72.9667,26.99,74,100,8.69,MV,1674416168
235,camacha,33.0833,-16.3333,14.68,82,75,7.72,PT,1674416169
236,chumikan,54.7183,135.315,-32.55,84,100,8.07,RU,1674416169
237,vidim,56.4088,103.1106,-41.94,99,41,1.55,RU,1674416170
238,yar-sale,66.8333,70.8333,-6.97,95,100,4.85,RU,1674416170
239,siocon,7.7061,122.1353,24.99,90,100,4.15,PH,1674416171
240,kabelvag,68.2114,14.4817,5.01,75,75,18.01,NO,1674416172
241,murdochville,48.9583,-65.5006,-7.51,89,100,0.68,CA,1674416172
242,mutsu,41.2894,141.2169,-5.57,75,29,2.12,JP,1674416173
243,richards bay,-28.783,32.0377,23.04,87,1,1.45,ZA,1674416173
244,viseu,40.661,-7.9097,1.9,71,10,2.45,PT,1674416174
245,college,64.8569,-147.8028,-36.32,98,31,1.17,US,1674416174
246,coquimbo,-29.9533,-71.3436,20.85,68,20,6.69,CL,1674416175
247,kuching,1.55,110.3333,27.23,86,20,0.51,MY,1674416175
248,banda aceh,5.5577,95.3222,24.34,89,100,2.19,ID,1674416176
249,leeton,-34.5667,146.4,17.46,69,5,2.8,AU,1674416176
250,bluff,-46.6,168.3333,12.08,57,76,4.18,NZ,1674415949
251,karratha,-20.7377,116.8463,28.39,61,72,2.85,AU,1674416177
252,byron bay,-28.65,153.6167,18.3,76,94,0.68,AU,1674416177
253,havre-saint-pierre,50.2334,-63.5986,-3.8,80,100,6.17,CA,1674416178
254,santa cruz,-17.8,-63.1667,31.7,62,40,9.77,BO,1674416178
255,yulara,-25.2406,130.9889,26.02,29,5,3.7,AU,1674416179
256,mattru,7.6244,-11.8332,25.4,71,68,2.72,SL,1674416179
257,kumluca,36.3703,30.2869,14.03,73,0,2.38,TR,1674416180
258,new norfolk,-42.7826,147.0587,13.84,73,34,0.86,AU,1674416180
259,tromso,69.6496,18.957,6.01,56,0,9.77,NO,1674416106
260,horsham,51.064,-0.3272,1.81,85,0,1.03,GB,1674416181
261,muravlenko,63.7898,74.523,-12.89,95,100,3.19,RU,1674416158
262,vanavara,60.34,102.2797,-44.15,100,86,1.66,RU,1674416182
263,padang,-0.9492,100.3543,23.03,90,100,1.04,ID,1674416182
264,nanakuli,21.3906,-158.1547,26.04,73,0,2.06,US,1674416183
265,canberra,-35.2835,149.1281,14.69,93,100,0.0,AU,1674416173
266,bemidji,47.4736,-94.8803,-3.02,85,0,1.54,US,1674416183
267,yamada,39.4667,141.95,-2.26,58,10,1.51,JP,1674416184
268,marsh harbour,26.5412,-77.0636,25.04,77,50,8.59,BS,1674416116
269,adeje,28.1227,-16.726,18.51,69,20,7.2,ES,1674416186
270,alyangula,-13.8483,136.4192,26.23,89,100,8.31,AU,1674416186
271,cherskiy,68.75,161.3,-35.19,92,100,1.54,RU,1674416187
272,palu,-0.8917,119.8707,23.74,95,100,0.85,ID,1674416187
273,morant bay,17.8815,-76.4093,32.06,69,10,6.65,JM,1674416187
274,thinadhoo,0.5333,72.9333,27.3,76,54,5.65,MV,1674416188
275,carnarvon,-24.8667,113.6333,23.58,78,7,10.68,AU,1674416189
276,bonthe,7.5264,-12.505,25.63,70,6,4.56,SL,1674416189
277,lixourion,38.2019,20.4314,13.51,77,5,8.49,GR,1674416190
278,ponta do sol,32.6667,-17.1,18.17,60,55,3.53,PT,1674416190
279,eureka,40.8021,-124.1637,10.88,66,12,6.26,US,1674416104
280,hammerfest,70.6634,23.6821,7.25,61,0,3.09,NO,1674416191
281,bengkulu,-3.8004,102.2655,22.93,96,100,2.54,ID,1674416018
282,barra velha,-26.6322,-48.6847,28.95,96,94,2.88,BR,1674416192
283,hervey bay,-25.2986,152.8535,22.82,77,4,3.14,AU,1674416193
284,orlik,52.5178,99.825,-41.85,92,23,0.9,RU,1674416193
285,rocha,-34.4833,-54.3333,29.71,28,0,5.9,UY,1674416147
286,balangir,20.7167,83.4833,16.68,48,14,0.58,IN,1674416194
287,envira,-7.3,-70.2167,26.98,72,71,0.88,BR,1674416194
288,solnechnyy,50.7214,136.6319,-29.92,99,99,1.83,RU,1674416195
289,san cosme y damian,-27.3167,-56.35,35.66,24,36,4.79,PY,1674416195
290,jaguariaiva,-24.2511,-49.7058,22.19,88,63,0.81,BR,1674416196
291,dryden,49.7833,-92.7503,-5.84,73,0,4.12,CA,1674416197
292,aykhal,66.0,111.5,-32.34,83,100,2.36,RU,1674416197
293,marawi,7.9986,124.2928,19.35,98,100,1.44,PH,1674416197
294,east london,-33.0153,27.9116,22.22,89,100,3.28,ZA,1674416039
295,neuquen,-38.9516,-68.0591,30.94,22,40,5.66,AR,1674415906
296,nemuro,43.3236,145.575,-8.04,64,13,8.55,JP,1674416199
297,sobolevo,54.4299,31.8996,-0.76,95,93,2.88,RU,1674416199
298,baki,-7.6128,110.7839,23.19,93,99,2.47,ID,1674416200
299,inyonga,-6.7167,32.0667,18.33,92,100,2.69,TZ,1674416200
300,rio gallegos,-51.6226,-69.2181,18.03,32,75,7.72,AR,1674416201
301,khash,28.2211,61.2158,0.67,53,0,2.16,IR,1674416201
302,choma,-16.8065,26.9531,16.77,99,100,0.95,ZM,1674416201
303,bismarck,46.8083,-100.7837,-0.11,84,0,2.57,US,1674416202
304,meulaboh,4.1363,96.1285,23.75,91,100,1.14,ID,1674416202
305,bilibino,68.0546,166.4372,-24.16,87,100,1.62,RU,1674416203
306,kainantu,-6.2887,145.8655,16.08,98,100,0.08,PG,1674416203
307,barreiras,-12.1528,-44.99,21.68,95,100,0.73,BR,1674416204
308,mecca,21.4267,39.8261,23.29,72,28,1.73,SA,1674416158
309,udachnyy,66.4167,112.4,-34.11,86,100,1.44,RU,1674416205
310,walla walla,46.0646,-118.343,4.92,81,100,4.02,US,1674416139
311,kawalu,-7.3817,108.2082,21.87,96,99,0.39,ID,1674416205
312,saint-pierre,-21.3393,55.4781,23.82,94,75,2.06,RE,1674416206
313,skegness,53.1436,0.3363,0.98,79,100,3.09,GB,1674416165
314,belmonte,-15.8631,-38.8828,26.81,81,100,4.16,BR,1674416206
315,bouar,5.934,15.596,23.22,20,100,2.41,CF,1674416207
316,san andres,12.5847,-81.7006,29.01,70,20,6.17,CO,1674415989
317,roald,62.5833,6.1333,7.08,57,40,7.72,NO,1674416208
318,kalga,50.9251,118.898,-39.16,98,89,1.89,RU,1674416208
319,kade,52.3833,12.2667,1.66,98,100,2.76,DE,1674416209
320,kudahuvadhoo,2.6708,72.8944,25.91,82,68,6.44,MV,1674416209
321,pangody,65.85,74.4859,-13.78,97,100,0.45,RU,1674416209
322,mataro,41.5421,2.4445,8.5,49,34,0.45,ES,1674416210
323,dikson,73.5069,80.5464,-22.3,94,100,11.79,RU,1674416210
324,yaring,6.8662,101.3689,24.57,87,59,3.85,TH,1674416210
325,areosa,41.7178,-8.8571,8.49,62,67,3.6,PT,1674416211
326,goma,-1.6792,29.2228,17.3,71,92,1.75,CD,1674416205
327,gat,31.61,34.7642,17.44,71,0,0.76,IL,1674416041
328,wad rawah,15.1603,33.1397,23.76,19,0,4.88,SD,1674416212
329,severo-kurilsk,50.6789,156.125,-11.27,68,32,1.74,RU,1674416202
330,komsomolskiy,40.4272,71.7189,-4.6,80,90,1.03,UZ,1674416212
331,amuntai,-2.4177,115.2494,22.89,99,100,0.45,ID,1674416213
332,leninsk,48.7119,45.1994,-4.01,79,32,4.41,RU,1674416213
333,skjervoy,70.0311,20.9714,8.0,77,85,4.39,NO,1674416214
334,cubuk,40.2386,33.0322,1.7,64,0,0.51,TR,1674416214
335,terrace bay,48.7834,-87.1,-3.5,82,61,1.95,CA,1674416215
336,yarim,14.298,44.3779,11.13,49,11,1.38,YE,1674416215
337,ilulissat,69.2167,-51.1,-12.99,72,100,0.0,GL,1674416215
338,bestobe,52.4994,73.0975,-6.46,73,100,7.53,KZ,1674416216
339,asau,46.4333,26.4,4.6,96,100,1.0,RO,1674416217
340,sheridan,44.8333,-106.9173,2.79,57,100,6.17,US,1674416217
341,pinega,64.7001,43.3936,-9.38,94,96,3.67,RU,1674416218
342,avera,33.194,-82.5271,8.73,98,100,2.05,US,1674416218
343,samarai,-10.6167,150.6667,27.6,79,74,5.09,PG,1674416219
344,jizan,17.3333,42.6667,25.52,73,5,1.31,SA,1674416219
345,bacungan,9.9106,118.7022,24.64,85,98,1.85,PH,1674416220
346,tautira,-17.7333,-149.15,25.55,75,100,3.86,PF,1674416220
347,luderitz,-26.6481,15.1594,19.98,77,0,9.05,NA,1674416221
348,saint-louis,16.3333,-15.0,25.17,16,0,3.14,SN,1674416221
349,klaksvik,62.2266,-6.589,6.51,69,100,10.85,FO,1674416222
350,bandarbeyla,9.4942,50.8122,23.98,66,74,8.22,SO,1674416223
351,kyren,51.6828,102.1408,-33.21,80,6,0.65,RU,1674416223
352,charala,6.2858,-73.1472,26.86,44,70,2.19,CO,1674415991
353,nishihara,26.1842,127.7558,18.6,91,100,4.63,JP,1674416224
354,qui nhon,13.7667,109.2333,22.11,89,96,3.44,VN,1674416226
355,umm kaddadah,13.6017,26.6876,19.1,12,0,6.05,SD,1674416227
356,joshimath,30.5667,79.5667,0.06,34,0,4.21,IN,1674416227
357,grants,35.1473,-107.8514,3.13,35,0,5.66,US,1674416228
358,victoria,22.2855,114.1577,19.03,90,2,1.34,HK,1674416002
359,hasaki,35.7333,140.8333,4.01,84,100,6.5,JP,1674416229
360,chico,39.7285,-121.8375,11.79,52,0,4.63,US,1674416123
361,lerwick,60.1545,-1.1494,9.0,91,100,8.31,GB,1674416230
362,valenca,-13.3703,-39.0731,27.86,68,100,2.36,BR,1674416230
363,wanning,18.8003,110.3967,21.7,94,99,2.11,CN,1674416230
364,souris,49.6172,-100.2612,-10.08,95,100,5.55,CA,1674416231
365,talnakh,69.4865,88.3972,-21.94,92,100,2.02,RU,1674416231
366,gigmoto,13.7796,124.39,24.54,90,100,5.26,PH,1674416232
367,durango,24.8333,-104.8333,17.34,10,0,1.35,MX,1674415981
368,upernavik,72.7868,-56.1549,-31.6,68,57,3.7,GL,1674416233
369,alofi,-19.0595,-169.9187,27.94,83,95,3.6,NU,1674416233
370,bontang,0.1333,117.5,24.69,86,100,1.8,ID,1674416234
371,denpasar,-8.65,115.2167,25.81,88,20,4.63,ID,1674416021
372,gumia,23.7833,85.8167,18.44,52,1,0.99,IN,1674416234
373,pachino,36.7186,15.0907,9.55,70,35,7.32,IT,1674416235
374,labuhan,-6.8844,112.2051,24.82,87,100,2.29,ID,1674416236
375,conakry,9.538,-13.6773,26.08,62,100,5.37,GN,1674416237
376,lima,-12.0432,-77.0282,23.14,69,20,4.12,PE,1674415957
377,tecoanapa,16.5167,-98.75,28.04,58,0,4.59,MX,1674416237
378,temple,31.0982,-97.3428,14.57,37,0,6.17,US,1674415942
379,dodoma,-6.1722,35.7395,19.02,87,100,0.68,TZ,1674416238
380,kjopsvik,68.097,16.3742,4.93,82,96,3.46,NO,1674416238
381,port hedland,-20.3167,118.5667,28.03,78,75,3.09,AU,1674416239
382,rosario,-32.9468,-60.6393,38.3,22,0,2.06,AR,1674416240
383,bouza,14.4229,6.0428,23.32,15,5,2.46,NE,1674416240
384,tiznit,29.5833,-9.5,13.18,60,0,0.49,MA,1674416241
385,souillac,-20.5167,57.5167,26.21,83,75,1.03,MU,1674416192
386,carballo,43.213,-8.691,8.89,78,89,1.92,ES,1674416241
387,arlit,18.7369,7.3853,22.05,12,0,1.69,NE,1674416242
388,pyaozerskiy,65.8333,31.1667,-7.13,84,44,4.48,RU,1674416243
389,mugan,35.9404,101.3842,-11.22,49,0,1.92,CN,1674416243
390,bethel,41.3712,-73.414,5.2,65,75,3.6,US,1674416054
391,vestmanna,62.1564,-7.1664,5.51,61,75,7.2,FO,1674416244
392,guerrero negro,27.9769,-114.0611,17.34,35,0,4.79,MX,1674415998
393,mahenge,-8.6833,36.7167,17.48,98,100,0.99,TZ,1674416245
394,jiuquan,39.7432,98.5174,-15.06,48,100,3.21,CN,1674416246
395,valday,57.9747,33.2525,-8.72,98,89,1.46,RU,1674416247
396,inverell,-29.7833,151.1167,16.2,94,28,1.79,AU,1674416247
397,gusau,12.1628,6.6614,25.98,16,100,3.4,NG,1674416248
398,gasa,31.5,34.4667,12.16,69,0,1.41,PS,1674416241
399,grand gaube,-20.0064,57.6608,26.22,79,100,4.08,MU,1674416249
400,nurota,40.5614,65.6886,-5.88,81,100,2.01,UZ,1674416249
401,aksarka,66.5606,67.7975,-13.12,95,100,2.35,RU,1674416250
402,phan thiet,10.9333,108.1,23.52,84,72,1.59,VN,1674416211
403,san patricio,28.017,-97.5169,21.06,22,0,5.21,US,1674416250
404,cairns,-16.9167,145.7667,24.97,94,40,2.57,AU,1674415998
405,pringsewu,-5.3582,104.9744,22.63,97,100,0.4,ID,1674416251
406,sept-iles,50.2001,-66.3821,-5.53,68,100,4.63,CA,1674416251
407,guntakal,15.1667,77.3833,19.99,74,39,4.0,IN,1674416252
408,abu samrah,35.3029,37.1841,10.47,69,0,1.87,SY,1674416252
409,blagodarnyy,45.0978,43.4364,0.8,83,12,7.76,RU,1674416253
410,usinsk,65.9939,57.5281,-5.05,95,100,5.01,RU,1674416253
411,luanda,-8.8368,13.2343,27.0,83,20,4.12,AO,1674416181
412,selma,36.5708,-119.6121,10.55,100,100,0.0,US,1674416254
413,clarence town,-32.5833,151.7833,18.81,96,100,1.08,AU,1674416254
414,meliki,40.5167,22.3953,13.09,71,96,0.63,GR,1674416255
415,liverpool,53.4106,-2.9779,4.9,88,75,3.09,GB,1674415987
416,qinhuangdao,39.9317,119.5883,-10.76,60,100,6.76,CN,1674416255
417,katobu,-4.9408,122.5276,23.89,92,99,0.84,ID,1674416256
418,sitka,57.0531,-135.33,3.94,81,100,6.69,US,1674416257
419,spiridonovka,53.0925,50.6462,-13.95,93,100,1.58,RU,1674416258
420,mpika,-11.8343,31.4529,15.97,98,100,1.45,ZM,1674416258
421,tilichiki,60.4667,166.1,-9.25,71,100,16.87,RU,1674416259
422,betioky,-23.7167,44.3833,26.62,56,100,5.9,MG,1674416259
423,san juan,-31.5375,-68.5364,35.37,20,0,3.65,AR,1674416232
424,molde,62.7375,7.1591,6.91,53,75,7.2,NO,1674416022
425,haapiti,-17.5667,-149.8667,25.85,74,100,2.98,PF,1674416260
426,bagdarin,54.4333,113.6,-31.44,83,100,1.93,RU,1674416261
427,orange cove,36.6244,-119.3137,11.56,90,100,0.0,US,1674416261
428,saint-georges,12.0564,-61.7485,28.82,70,40,7.2,GD,1674416262
429,tocopilla,-22.092,-70.1979,22.32,75,9,2.69,CL,1674416262
430,hualmay,-11.0964,-77.6139,24.22,71,27,4.81,PE,1674416263
431,portland,45.5234,-122.6762,7.27,86,75,2.24,US,1674415915
432,chardara,41.2547,67.9692,-9.54,95,37,0.91,KZ,1674416263
433,acajutla,13.5928,-89.8275,28.99,56,48,4.34,SV,1674416264
434,lobito,-12.3481,13.5456,25.49,79,100,1.71,AO,1674416264
435,pedasi,7.5333,-80.0333,27.59,69,0,3.73,PA,1674416265
436,vila franca do campo,37.7167,-25.4333,14.23,90,86,3.81,PT,1674416266
437,narsaq,60.9167,-46.05,-14.88,66,0,3.9,GL,1674416266
